feedback_text,service_category,sentiment
"Honestly, I feel disappointed because mobile application crashes during payment. the service experience feels smooth now.",Mobile App Issues,Negative
"Every evening, I am satisfied overall because signal strength fluctuates frequently. thank you for solving the issue.",Mobile Network,Positive
"Honestly, I am extremely happy because online meetings keep buffering. overall service quality looks better now.",Broadband Service,Positive
"Unfortunately, I am extremely happy because SIM activation delayed for several hours. please resolve this quickly.",Service Activation,Positive
"Seriously, I am extremely happy because technical support explained issue clearly. overall service quality looks better now.",Customer Support,Positive
"After recent update, I am highly impressed because router restarts automatically. this issue still continues every day.",Broadband Service,Positive
"Unfortunately, I feel totally upset because extra roaming charges added unexpectedly. overall service quality looks better now.",Billing & Payments,Negative
"Honestly, I feel disappointed because roaming service activated instantly. please resolve this quickly.",Mobile Network,Negative
"This week, I am very frustrated because streaming quality became much better. hoping this gets fixed permanently.",Broadband Service,Negative
"Every evening, I am very frustrated because notifications are delayed. the issue affects my daily work badly.",Mobile App Issues,Negative
"Every evening, I expected better performance because eSIM activation failed repeatedly. overall service quality looks better now.",Service Activation,Neutral
"Honestly, I am very frustrated because data pack activated instantly. customer support should improve further.",Service Activation,Negative
"During office hours, I feel disappointed because SIM activation delayed for several hours. this issue still continues every day.",Service Activation,Negative
"Today, I am satisfied overall because support team solved the problem successfully. expecting faster resolution from technical team.",Customer Support,Positive
"Recently, I expected better performance because router restarts automatically. customer support should improve further.",Broadband Service,Neutral
"Every evening, I am unhappy with the service because network quality improved after update. the issue affects my daily work badly.",Mobile Network,Positive
The 5G Service coverage is fantastic.,Service Activation,Positive
"After recent update, I feel disappointed because priority support handled issue efficiently. this problem needs immediate attention.",Customer Support,Negative
"During office hours, I am somewhat satisfied because network quality improved after update. overall service quality looks better now.",Mobile Network,Positive
"After recent update, I am extremely happy because broadband speed improved recently. the service experience feels smooth now.",Broadband Service,Positive
The 5G Service coverage is poor in my area.,Service Activation,Negative
"Every evening, I am highly impressed because issue remained unresolved after many complaints. please resolve this quickly.",Customer Support,Positive
"Every evening, I am highly impressed because auto payment feature works smoothly. thank you for solving the issue.",Billing & Payments,Positive
"Every evening, I am very frustrated because online meetings keep buffering. customer support should improve further.",Broadband Service,Negative
"Recently, I am highly impressed because application loads much faster now. expecting faster resolution from technical team.",Mobile App Issues,Positive
"Every evening, I am highly impressed because roaming activation took too much time. thank you for solving the issue.",Service Activation,Positive
"Honestly, I am extremely happy because 5G signal disappears suddenly. hoping this gets fixed permanently.",Mobile Network,Positive
"Seriously, I am somewhat satisfied because voice calls are dropping continuously. expecting faster resolution from technical team.",Mobile Network,Positive
"Since yesterday, I feel totally upset because 5G signal disappears suddenly. the issue affects my daily work badly.",Mobile Network,Negative
"Honestly, I am somewhat satisfied because new connection activated earlier than expected. hoping this gets fixed permanently.",Service Activation,Positive
"Recently, I am extremely happy because payment gateway failed during recharge. customer support should improve further.",Billing & Payments,Positive
"Since yesterday, I am unhappy with the service because app performance improved after update. this problem needs immediate attention.",Mobile App Issues,Positive
"After recent update, I am satisfied overall because payment transaction failed inside app. please resolve this quickly.",Mobile App Issues,Positive
"Seriously, I am very frustrated because annual discount applied correctly. overall service quality looks better now.",Billing & Payments,Negative
"During office hours, I am highly impressed because unable to login into the app. overall service quality looks better now.",Mobile App Issues,Positive
"This week, I am satisfied overall because identity verification process is slow. overall service quality looks better now.",Service Activation,Positive
"Unfortunately, I am highly impressed because refund still not processed. the issue affects my daily work badly.",Billing & Payments,Positive
"Every evening, I am satisfied overall because online meetings keep buffering. this problem needs immediate attention.",Broadband Service,Positive
"Unfortunately, I am somewhat satisfied because payment reflected successfully after few minutes. please resolve this quickly.",Billing & Payments,Positive
"After recent update, I am unhappy with the service because dark mode feature looks excellent. thank you for solving the issue.",Mobile App Issues,Positive
"Every evening, I am very frustrated because streaming quality became much better. customer support should improve further.",Broadband Service,Negative
"Today, I am somewhat satisfied because extra roaming charges added unexpectedly. customer support should improve further.",Billing & Payments,Positive
"During office hours, I am very frustrated because application loads much faster now. expecting faster resolution from technical team.",Mobile App Issues,Negative
"Since yesterday, I am extremely happy because SIM replacement completed successfully. this issue still continues every day.",Service Activation,Positive
"Recently, I appreciate the quick resolution because network quality improved after update. the service experience feels smooth now.",Mobile Network,Positive
"Unfortunately, I am unhappy with the service because payment transaction failed inside app. the issue affects my daily work badly.",Mobile App Issues,Positive
"Since yesterday, I am somewhat satisfied because app performance improved after update. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Unfortunately, I am extremely happy because SIM activation delayed for several hours. hoping this gets fixed permanently.",Service Activation,Positive
"This week, I am extremely happy because priority support handled issue efficiently. customer support should improve further.",Customer Support,Positive
"After recent update, I am unhappy with the service because usage statistics are inaccurate. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Every evening, I am very frustrated because support agent behaved professionally. thank you for solving the issue.",Customer Support,Negative
"After recent update, I am satisfied overall because SIM replacement completed successfully. this problem needs immediate attention.",Service Activation,Positive
"Recently, I am somewhat satisfied because extra roaming charges added unexpectedly. the issue affects my daily work badly.",Billing & Payments,Positive
"This week, I appreciate the quick resolution because monthly invoice amount looks incorrect. the issue affects my daily work badly.",Billing & Payments,Positive
"Every evening, I am satisfied overall because wifi coverage improved after technician visit. expecting faster resolution from technical team.",Broadband Service,Positive
"Seriously, I am unhappy with the service because wifi signal does not reach upstairs. thank you for solving the issue.",Broadband Service,Positive
"Since yesterday, I am somewhat satisfied because broadband installation still pending. the service experience feels smooth now.",Service Activation,Positive
"After recent update, I am extremely happy because network coverage is weak indoors. this issue still continues every day.",Mobile Network,Positive
"Seriously, I am very frustrated because data connection stops randomly. thank you for solving the issue.",Mobile Network,Negative
"After recent update, I am satisfied overall because mobile internet becomes extremely slow. the issue affects my daily work badly.",Mobile Network,Positive
"Honestly, I am highly impressed because support team solved the problem successfully. thank you for solving the issue.",Customer Support,Positive
"Since yesterday, I feel disappointed because online meetings keep buffering. customer support should improve further.",Broadband Service,Negative
"Seriously, I am satisfied overall because new connection activated earlier than expected. please resolve this quickly.",Service Activation,Positive
"During office hours, I feel disappointed because extra roaming charges added unexpectedly. customer support should improve further.",Billing & Payments,Negative
"Since yesterday, I am highly impressed because data pack activated instantly. this issue still continues every day.",Service Activation,Positive
"During office hours, I am highly impressed because notifications are delayed. thank you for solving the issue.",Mobile App Issues,Positive
"Seriously, I feel totally upset because unable to login into the app. the issue affects my daily work badly.",Mobile App Issues,Negative
"Honestly, I am unhappy with the service because extra roaming charges added unexpectedly. please resolve this quickly.",Billing & Payments,Positive
"Honestly, I am extremely happy because app performance improved after update. the issue affects my daily work badly.",Mobile App Issues,Positive
"Seriously, I am extremely happy because data pack activated instantly. the issue affects my daily work badly.",Service Activation,Positive
"Honestly, I am highly impressed because identity verification process is slow. overall service quality looks better now.",Service Activation,Positive
"Since yesterday, I feel disappointed because chat support disconnected suddenly. this problem needs immediate attention.",Customer Support,Negative
"During office hours, I appreciate the quick resolution because chat support disconnected suddenly. the issue affects my daily work badly.",Customer Support,Positive
"After recent update, I am highly impressed because roaming service activated instantly. expecting faster resolution from technical team.",Mobile Network,Positive
"Recently, I expected better performance because support agent behaved professionally. hoping this gets fixed permanently.",Customer Support,Neutral
"Since yesterday, I am somewhat satisfied because application freezes frequently. expecting faster resolution from technical team.",Mobile App Issues,Positive
"Since yesterday, I feel disappointed because SIM activation delayed for several hours. this issue still continues every day.",Service Activation,Negative
"Since yesterday, I am satisfied overall because fiber internet disconnects every evening. customer support should improve further.",Broadband Service,Positive
"Since yesterday, I feel totally upset because support agent behaved professionally. the issue affects my daily work badly.",Customer Support,Negative
"Since yesterday, I am extremely happy because installation process completed quickly. the issue affects my daily work badly.",Broadband Service,Positive
The Billing keeps disconnecting.,Billing & Payments,Negative
"This week, I am extremely happy because new connection activated earlier than expected. overall service quality looks better now.",Service Activation,Positive
"Recently, I am extremely happy because SIM activation delayed for several hours. the service experience feels smooth now.",Service Activation,Positive
"This week, I am extremely happy because wifi signal does not reach upstairs. the issue affects my daily work badly.",Broadband Service,Positive
"This week, I appreciate the quick resolution because data pack activated instantly. this issue still continues every day.",Service Activation,Positive
"During office hours, I am highly impressed because notifications are delayed. this issue still continues every day.",Mobile App Issues,Positive
"Honestly, I am satisfied overall because unable to login into the app. expecting faster resolution from technical team.",Mobile App Issues,Positive
"Since yesterday, I appreciate the quick resolution because bill payment failed multiple times. this problem needs immediate attention.",Billing & Payments,Positive
"After recent update, I am somewhat satisfied because router restarts automatically. expecting faster resolution from technical team.",Broadband Service,Positive
"Today, I am highly impressed because application loads much faster now. this problem needs immediate attention.",Mobile App Issues,Positive
"Today, I appreciate the quick resolution because eSIM activation failed repeatedly. the service experience feels smooth now.",Service Activation,Positive
"After recent update, I am extremely happy because support agent behaved professionally. the service experience feels smooth now.",Customer Support,Positive
"This week, I am highly impressed because eSIM activation failed repeatedly. customer support should improve further.",Service Activation,Positive
"Today, I am unhappy with the service because dark mode feature looks excellent. this issue still continues every day.",Mobile App Issues,Positive
"Unfortunately, I expected better performance because SIM activation delayed for several hours. this problem needs immediate attention.",Service Activation,Neutral
"Recently, I am unhappy with the service because new connection activated earlier than expected. overall service quality looks better now.",Service Activation,Positive
"Today, I am somewhat satisfied because data pack activated instantly. hoping this gets fixed permanently.",Service Activation,Positive
"Recently, I am very frustrated because customer care is not responding properly. this problem needs immediate attention.",Customer Support,Negative
"Seriously, I am somewhat satisfied because usage statistics are inaccurate. overall service quality looks better now.",Mobile App Issues,Positive
"Today, I am unhappy with the service because extra roaming charges added unexpectedly. the issue affects my daily work badly.",Billing & Payments,Positive
"Every evening, I am highly impressed because SIM activation delayed for several hours. expecting faster resolution from technical team.",Service Activation,Positive
"Recently, I am highly impressed because broadband speed improved recently. the issue affects my daily work badly.",Broadband Service,Positive
"Since yesterday, I am satisfied overall because broadband installation still pending. customer support should improve further.",Service Activation,Positive
"During office hours, I am extremely happy because fiber internet disconnects every evening. please resolve this quickly.",Broadband Service,Positive
"Seriously, I am somewhat satisfied because streaming quality became much better. this problem needs immediate attention.",Broadband Service,Positive
"Every evening, I appreciate the quick resolution because plan upgrade reflected successfully. overall service quality looks better now.",Service Activation,Positive
"Every evening, I am extremely happy because online meetings keep buffering. this issue still continues every day.",Broadband Service,Positive
"After recent update, I expected better performance because customer care is not responding properly. overall service quality looks better now.",Customer Support,Neutral
"This week, I appreciate the quick resolution because priority support handled issue efficiently. customer support should improve further.",Customer Support,Positive
"Every evening, I am unhappy with the service because data pack activated instantly. this issue still continues every day.",Service Activation,Positive
"Seriously, I feel disappointed because customer care is not responding properly. customer support should improve further.",Customer Support,Negative
"Every evening, I expected better performance because support executive resolved issue quickly. customer support should improve further.",Customer Support,Neutral
"Recently, I am very frustrated because application freezes frequently. the issue affects my daily work badly.",Mobile App Issues,Negative
"During office hours, I am unhappy with the service because bill payment failed multiple times. customer support should improve further.",Billing & Payments,Positive
"Recently, I am very frustrated because new connection activated earlier than expected. expecting faster resolution from technical team.",Service Activation,Negative
"After recent update, I feel totally upset because usage statistics are inaccurate. customer support should improve further.",Mobile App Issues,Negative
"During office hours, I am unhappy with the service because priority support handled issue efficiently. this issue still continues every day.",Customer Support,Positive
"Every evening, I expected better performance because voice calls are dropping continuously. customer support should improve further.",Mobile Network,Neutral
"Today, I am very frustrated because support team solved the problem successfully. this issue still continues every day.",Customer Support,Negative
"Unfortunately, I feel disappointed because plan upgrade reflected successfully. customer support should improve further.",Service Activation,Negative
"Honestly, I am satisfied overall because identity verification process is slow. hoping this gets fixed permanently.",Service Activation,Positive
"Today, I am satisfied overall because identity verification process is slow. this issue still continues every day.",Service Activation,Positive
"Today, I am somewhat satisfied because internet speed improved significantly. customer support should improve further.",Mobile Network,Positive
"Today, I am very frustrated because data pack activated instantly. this issue still continues every day.",Service Activation,Negative
"Unfortunately, I am highly impressed because activation request still under processing. the service experience feels smooth now.",Service Activation,Positive
"Recently, I am highly impressed because online meetings keep buffering. customer support should improve further.",Broadband Service,Positive
"During office hours, I am very frustrated because bill payment failed multiple times. expecting faster resolution from technical team.",Billing & Payments,Negative
"During office hours, I feel totally upset because installation process completed quickly. the service experience feels smooth now.",Broadband Service,Negative
"Today, I am satisfied overall because roaming service activated instantly. hoping this gets fixed permanently.",Mobile Network,Positive
"During office hours, I am very frustrated because support agent behaved professionally. hoping this gets fixed permanently.",Customer Support,Negative
"Unfortunately, I am very frustrated because internet speed improved significantly. thank you for solving the issue.",Mobile Network,Negative
"This week, I expected better performance because annual discount applied correctly. the service experience feels smooth now.",Billing & Payments,Neutral
"Unfortunately, I am unhappy with the service because bill payment failed multiple times. this issue still continues every day.",Billing & Payments,Positive
"This week, I feel totally upset because dark mode feature looks excellent. customer support should improve further.",Mobile App Issues,Negative
"Recently, I feel totally upset because email support response was delayed. customer support should improve further.",Customer Support,Negative
"During office hours, I am extremely happy because chat support disconnected suddenly. please resolve this quickly.",Customer Support,Positive
"Unfortunately, I am unhappy with the service because support executive resolved issue quickly. customer support should improve further.",Customer Support,Positive
"Every evening, I expected better performance because monthly invoice amount looks incorrect. please resolve this quickly.",Billing & Payments,Neutral
"Since yesterday, I am satisfied overall because 5G signal disappears suddenly. the issue affects my daily work badly.",Mobile Network,Positive
"This week, I am unhappy with the service because dark mode feature looks excellent. hoping this gets fixed permanently.",Mobile App Issues,Positive
"After recent update, I expected better performance because online meetings keep buffering. hoping this gets fixed permanently.",Broadband Service,Neutral
"During office hours, I feel disappointed because fingerprint login works perfectly. the service experience feels smooth now.",Mobile App Issues,Negative
"Unfortunately, I am somewhat satisfied because signal strength fluctuates frequently. thank you for solving the issue.",Mobile Network,Positive
"Since yesterday, I appreciate the quick resolution because support agent behaved professionally. overall service quality looks better now.",Customer Support,Positive
"During office hours, I am very frustrated because support waiting time is too long. customer support should improve further.",Customer Support,Negative
"Seriously, I am unhappy with the service because chat support disconnected suddenly. hoping this gets fixed permanently.",Customer Support,Positive
"Recently, I am highly impressed because online meetings keep buffering. please resolve this quickly.",Broadband Service,Positive
"Recently, I am extremely happy because auto payment feature works smoothly. this problem needs immediate attention.",Billing & Payments,Positive
"Honestly, I am very frustrated because dark mode feature looks excellent. thank you for solving the issue.",Mobile App Issues,Negative
"During office hours, I am extremely happy because invoice details are confusing. the service experience feels smooth now.",Billing & Payments,Positive
"This week, I appreciate the quick resolution because support agent behaved professionally. expecting faster resolution from technical team.",Customer Support,Positive
"After recent update, I feel disappointed because support waiting time is too long. overall service quality looks better now.",Customer Support,Negative
"After recent update, I am somewhat satisfied because notifications are delayed. customer support should improve further.",Mobile App Issues,Positive
"Today, I feel disappointed because online meetings keep buffering. the issue affects my daily work badly.",Broadband Service,Negative
"During office hours, I am extremely happy because issue remained unresolved after many complaints. customer support should improve further.",Customer Support,Positive
"Seriously, I am extremely happy because voice calls are dropping continuously. this problem needs immediate attention.",Mobile Network,Positive
"Every evening, I am satisfied overall because chat support disconnected suddenly. the issue affects my daily work badly.",Customer Support,Positive
"During office hours, I am very frustrated because bill payment failed multiple times. thank you for solving the issue.",Billing & Payments,Negative
"After recent update, I am highly impressed because identity verification process is slow. this problem needs immediate attention.",Service Activation,Positive
Average experience with the Fiber Broadband.,Broadband Service,Neutral
"Honestly, I am highly impressed because technical support explained issue clearly. the issue affects my daily work badly.",Customer Support,Positive
"Honestly, I am unhappy with the service because SIM activation delayed for several hours. the issue affects my daily work badly.",Service Activation,Positive
"Every evening, I feel totally upset because new connection activated earlier than expected. thank you for solving the issue.",Service Activation,Negative
"Every evening, I am unhappy with the service because chat support disconnected suddenly. overall service quality looks better now.",Customer Support,Positive
"Today, I am very frustrated because support agent behaved professionally. thank you for solving the issue.",Customer Support,Negative
"Seriously, I am highly impressed because payment gateway failed during recharge. customer support should improve further.",Billing & Payments,Positive
"Recently, I expected better performance because chat support disconnected suddenly. the service experience feels smooth now.",Customer Support,Neutral
"Recently, I am unhappy with the service because dark mode feature looks excellent. overall service quality looks better now.",Mobile App Issues,Positive
"After recent update, I appreciate the quick resolution because payment reflected successfully after few minutes. overall service quality looks better now.",Billing & Payments,Positive
"This week, I feel totally upset because internet speed improved significantly. thank you for solving the issue.",Mobile Network,Negative
"Since yesterday, I feel disappointed because router restarts automatically. thank you for solving the issue.",Broadband Service,Negative
"Every evening, I am very frustrated because application loads much faster now. hoping this gets fixed permanently.",Mobile App Issues,Negative
"Every evening, I expected better performance because network quality improved after update. overall service quality looks better now.",Mobile Network,Neutral
"After recent update, I am very frustrated because support waiting time is too long. the issue affects my daily work badly.",Customer Support,Negative
"This week, I am somewhat satisfied because network coverage is weak indoors. this issue still continues every day.",Mobile Network,Positive
"Since yesterday, I am unhappy with the service because internet speed improved significantly. this issue still continues every day.",Mobile Network,Positive
"Recently, I appreciate the quick resolution because network coverage is weak indoors. the issue affects my daily work badly.",Mobile Network,Positive
"Recently, I am somewhat satisfied because activation request still under processing. overall service quality looks better now.",Service Activation,Positive
"This week, I appreciate the quick resolution because support team solved the problem successfully. this issue still continues every day.",Customer Support,Positive
"Recently, I feel totally upset because app performance improved after update. customer support should improve further.",Mobile App Issues,Negative
"This week, I am very frustrated because router restarts automatically. overall service quality looks better now.",Broadband Service,Negative
"This week, I am somewhat satisfied because app performance improved after update. this issue still continues every day.",Mobile App Issues,Positive
"During office hours, I feel totally upset because data pack activated instantly. this problem needs immediate attention.",Service Activation,Negative
"This week, I appreciate the quick resolution because dark mode feature looks excellent. overall service quality looks better now.",Mobile App Issues,Positive
"Unfortunately, I am somewhat satisfied because application freezes frequently. thank you for solving the issue.",Mobile App Issues,Positive
"Honestly, I am very frustrated because invoice details are confusing. this problem needs immediate attention.",Billing & Payments,Negative
The Mobile Network quality is unacceptable.,Mobile Network,Negative
"After recent update, I am unhappy with the service because SIM activation delayed for several hours. the service experience feels smooth now.",Service Activation,Positive
"Today, I am satisfied overall because annual discount applied correctly. thank you for solving the issue.",Billing & Payments,Positive
"Seriously, I expected better performance because signal strength fluctuates frequently. hoping this gets fixed permanently.",Mobile Network,Neutral
"Recently, I am unhappy with the service because technical support explained issue clearly. please resolve this quickly.",Customer Support,Positive
"Unfortunately, I am highly impressed because dark mode feature looks excellent. overall service quality looks better now.",Mobile App Issues,Positive
"Every evening, I am extremely happy because unable to login into the app. customer support should improve further.",Mobile App Issues,Positive
"After recent update, I appreciate the quick resolution because billing system generated duplicate charges. customer support should improve further.",Billing & Payments,Positive
"Honestly, I am very frustrated because network quality improved after update. the service experience feels smooth now.",Mobile Network,Negative
"Honestly, I expected better performance because invoice details are confusing. customer support should improve further.",Billing & Payments,Neutral
"Seriously, I feel totally upset because extra roaming charges added unexpectedly. hoping this gets fixed permanently.",Billing & Payments,Negative
"Honestly, I am satisfied overall because billing system generated duplicate charges. hoping this gets fixed permanently.",Billing & Payments,Positive
"Recently, I appreciate the quick resolution because streaming quality became much better. this problem needs immediate attention.",Broadband Service,Positive
"After recent update, I feel disappointed because annual discount applied correctly. the service experience feels smooth now.",Billing & Payments,Negative
"After recent update, I feel totally upset because annual discount applied correctly. please resolve this quickly.",Billing & Payments,Negative
"This week, I am unhappy with the service because extra roaming charges added unexpectedly. this issue still continues every day.",Billing & Payments,Positive
"During office hours, I appreciate the quick resolution because online meetings keep buffering. thank you for solving the issue.",Broadband Service,Positive
"Since yesterday, I am extremely happy because broadband installation still pending. the issue affects my daily work badly.",Service Activation,Positive
"Since yesterday, I expected better performance because plan upgrade reflected successfully. overall service quality looks better now.",Service Activation,Neutral
"Since yesterday, I feel disappointed because auto payment feature works smoothly. please resolve this quickly.",Billing & Payments,Negative
"This week, I feel totally upset because application loads much faster now. hoping this gets fixed permanently.",Mobile App Issues,Negative
"Seriously, I am very frustrated because invoice details are confusing. hoping this gets fixed permanently.",Billing & Payments,Negative
"After recent update, I expected better performance because 5G signal disappears suddenly. hoping this gets fixed permanently.",Mobile Network,Neutral
"Every evening, I am extremely happy because new connection activated earlier than expected. this issue still continues every day.",Service Activation,Positive
"Every evening, I am somewhat satisfied because extra roaming charges added unexpectedly. this problem needs immediate attention.",Billing & Payments,Positive
"During office hours, I am extremely happy because annual discount applied correctly. thank you for solving the issue.",Billing & Payments,Positive
"Seriously, I am extremely happy because 5G signal disappears suddenly. the service experience feels smooth now.",Mobile Network,Positive
"Unfortunately, I am extremely happy because billing system generated duplicate charges. overall service quality looks better now.",Billing & Payments,Positive
"Unfortunately, I am extremely happy because fingerprint login works perfectly. customer support should improve further.",Mobile App Issues,Positive
"Recently, I am somewhat satisfied because internet speed improved significantly. hoping this gets fixed permanently.",Mobile Network,Positive
"Seriously, I am unhappy with the service because mobile application crashes during payment. please resolve this quickly.",Mobile App Issues,Positive
"Recently, I am highly impressed because payment gateway failed during recharge. please resolve this quickly.",Billing & Payments,Positive
"This week, I am very frustrated because customer care is not responding properly. customer support should improve further.",Customer Support,Negative
"Today, I am extremely happy because payment reflected successfully after few minutes. expecting faster resolution from technical team.",Billing & Payments,Positive
"After recent update, I am extremely happy because mobile application crashes during payment. expecting faster resolution from technical team.",Mobile App Issues,Positive
"During office hours, I am extremely happy because support agent behaved professionally. please resolve this quickly.",Customer Support,Positive
"Since yesterday, I am very frustrated because mobile data not working properly. this problem needs immediate attention.",Mobile Network,Negative
"Unfortunately, I am satisfied overall because refund still not processed. thank you for solving the issue.",Billing & Payments,Positive
"Today, I feel totally upset because support waiting time is too long. expecting faster resolution from technical team.",Customer Support,Negative
"Unfortunately, I am unhappy with the service because identity verification process is slow. customer support should improve further.",Service Activation,Positive
"Recently, I am somewhat satisfied because eSIM activation failed repeatedly. thank you for solving the issue.",Service Activation,Positive
"This week, I am satisfied overall because app performance improved after update. the issue affects my daily work badly.",Mobile App Issues,Positive
"During office hours, I feel disappointed because payment reflected successfully after few minutes. please resolve this quickly.",Billing & Payments,Negative
"Unfortunately, I feel totally upset because SIM replacement completed successfully. this problem needs immediate attention.",Service Activation,Negative
"This week, I feel totally upset because streaming quality became much better. the issue affects my daily work badly.",Broadband Service,Negative
"Unfortunately, I appreciate the quick resolution because refund still not processed. the service experience feels smooth now.",Billing & Payments,Positive
"Seriously, I am satisfied overall because internet speed improved significantly. thank you for solving the issue.",Mobile Network,Positive
"After recent update, I am extremely happy because application loads much faster now. expecting faster resolution from technical team.",Mobile App Issues,Positive
"Every evening, I am highly impressed because voice calls are dropping continuously. overall service quality looks better now.",Mobile Network,Positive
"After recent update, I am somewhat satisfied because billing system generated duplicate charges. this issue still continues every day.",Billing & Payments,Positive
"After recent update, I am extremely happy because internet speed improved significantly. the issue affects my daily work badly.",Mobile Network,Positive
"Recently, I am unhappy with the service because data pack activated instantly. expecting faster resolution from technical team.",Service Activation,Positive
The Fiber Broadband is very slow.,Broadband Service,Negative
"Today, I am very frustrated because issue remained unresolved after many complaints. customer support should improve further.",Customer Support,Negative
"After recent update, I am highly impressed because wifi signal does not reach upstairs. the issue affects my daily work badly.",Broadband Service,Positive
"Today, I am highly impressed because online meetings keep buffering. the service experience feels smooth now.",Broadband Service,Positive
"Every evening, I feel disappointed because new connection activated earlier than expected. please resolve this quickly.",Service Activation,Negative
"Since yesterday, I am very frustrated because signal strength fluctuates frequently. please resolve this quickly.",Mobile Network,Negative
"Recently, I am satisfied overall because application freezes frequently. this problem needs immediate attention.",Mobile App Issues,Positive
"Seriously, I feel disappointed because internet stopped working suddenly. this problem needs immediate attention.",Broadband Service,Negative
"During office hours, I appreciate the quick resolution because payment gateway failed during recharge. expecting faster resolution from technical team.",Billing & Payments,Positive
"Today, I feel totally upset because roaming activation took too much time. this problem needs immediate attention.",Service Activation,Negative
"This week, I am highly impressed because broadband speed improved recently. please resolve this quickly.",Broadband Service,Positive
"Honestly, I feel disappointed because payment reflected successfully after few minutes. this issue still continues every day.",Billing & Payments,Negative
"Today, I feel disappointed because SIM activation delayed for several hours. please resolve this quickly.",Service Activation,Negative
"Honestly, I am extremely happy because payment transaction failed inside app. the issue affects my daily work badly.",Mobile App Issues,Positive
"During office hours, I am highly impressed because signal strength fluctuates frequently. hoping this gets fixed permanently.",Mobile Network,Positive
"During office hours, I am very frustrated because router overheating issue continues. the service experience feels smooth now.",Broadband Service,Negative
"This week, I am extremely happy because activation request still under processing. overall service quality looks better now.",Service Activation,Positive
"Since yesterday, I am unhappy with the service because plan upgrade reflected successfully. hoping this gets fixed permanently.",Service Activation,Positive
"Seriously, I appreciate the quick resolution because roaming activation took too much time. overall service quality looks better now.",Service Activation,Positive
"Seriously, I feel disappointed because router overheating issue continues. the issue affects my daily work badly.",Broadband Service,Negative
"Seriously, I am very frustrated because network quality improved after update. the service experience feels smooth now.",Mobile Network,Negative
"Every evening, I am very frustrated because extra roaming charges added unexpectedly. please resolve this quickly.",Billing & Payments,Negative
"Recently, I feel totally upset because mobile data not working properly. the issue affects my daily work badly.",Mobile Network,Negative
"Today, I expected better performance because email support response was delayed. overall service quality looks better now.",Customer Support,Neutral
"Every evening, I am very frustrated because wifi signal does not reach upstairs. please resolve this quickly.",Broadband Service,Negative
"After recent update, I am highly impressed because annual discount applied correctly. the issue affects my daily work badly.",Billing & Payments,Positive
"Honestly, I am somewhat satisfied because voice calls are dropping continuously. this issue still continues every day.",Mobile Network,Positive
"Unfortunately, I am satisfied overall because broadband speed improved recently. hoping this gets fixed permanently.",Broadband Service,Positive
"Every evening, I am somewhat satisfied because annual discount applied correctly. the service experience feels smooth now.",Billing & Payments,Positive
"Since yesterday, I feel disappointed because router restarts automatically. this problem needs immediate attention.",Broadband Service,Negative
"Seriously, I expected better performance because app performance improved after update. the issue affects my daily work badly.",Mobile App Issues,Neutral
"This week, I am highly impressed because application freezes frequently. this problem needs immediate attention.",Mobile App Issues,Positive
"This week, I feel disappointed because internet speed improved significantly. expecting faster resolution from technical team.",Mobile Network,Negative
"Unfortunately, I am somewhat satisfied because mobile data not working properly. thank you for solving the issue.",Mobile Network,Positive
"Seriously, I am very frustrated because support agent behaved professionally. overall service quality looks better now.",Customer Support,Negative
"After recent update, I feel totally upset because notifications are delayed. customer support should improve further.",Mobile App Issues,Negative
"After recent update, I am somewhat satisfied because broadband speed improved recently. the issue affects my daily work badly.",Broadband Service,Positive
"Recently, I am satisfied overall because priority support handled issue efficiently. the issue affects my daily work badly.",Customer Support,Positive
"Recently, I am unhappy with the service because dark mode feature looks excellent. please resolve this quickly.",Mobile App Issues,Positive
"During office hours, I am unhappy with the service because priority support handled issue efficiently. overall service quality looks better now.",Customer Support,Positive
"Seriously, I am unhappy with the service because plan upgrade reflected successfully. this problem needs immediate attention.",Service Activation,Positive
"Every evening, I expected better performance because data pack activated instantly. the issue affects my daily work badly.",Service Activation,Neutral
"Recently, I am very frustrated because priority support handled issue efficiently. expecting faster resolution from technical team.",Customer Support,Negative
"During office hours, I appreciate the quick resolution because broadband installation still pending. the issue affects my daily work badly.",Service Activation,Positive
"Recently, I am unhappy with the service because eSIM activation failed repeatedly. the service experience feels smooth now.",Service Activation,Positive
"Today, I am highly impressed because broadband installation still pending. the service experience feels smooth now.",Service Activation,Positive
"Recently, I am somewhat satisfied because broadband installation still pending. please resolve this quickly.",Service Activation,Positive
"During office hours, I appreciate the quick resolution because mobile application crashes during payment. the issue affects my daily work badly.",Mobile App Issues,Positive
"Today, I feel totally upset because plan upgrade reflected successfully. hoping this gets fixed permanently.",Service Activation,Negative
"This week, I am somewhat satisfied because network coverage is weak indoors. the issue affects my daily work badly.",Mobile Network,Positive
"This week, I expected better performance because broadband installation still pending. hoping this gets fixed permanently.",Service Activation,Neutral
"This week, I am extremely happy because fiber internet disconnects every evening. hoping this gets fixed permanently.",Broadband Service,Positive
"After recent update, I am satisfied overall because invoice details are confusing. customer support should improve further.",Billing & Payments,Positive
"Today, I am unhappy with the service because data connection stops randomly. thank you for solving the issue.",Mobile Network,Positive
